ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
A_23_P4124	4.70E-04	1.36E-04	3.8982384	0.673481	0.377033	CCDC43
A_23_P132365	4.70E-04	1.37E-04	3.8980264	0.672733	0.4572749	LDOC1L
A_24_P258073	4.70E-04	1.37E-04	3.8978208	0.672008	0.3576307	C10orf2
A_32_P169550	4.71E-04	1.37E-04	-3.8974979	0.670869	-1.3164263	
A_23_P85742	4.71E-04	1.37E-04	-3.8974667	0.670759	-0.4574532	CREG1
A_32_P42976	4.71E-04	1.37E-04	-3.897332	0.670284	-0.5771839	
A_32_P101002	4.71E-04	1.37E-04	3.897077	0.669385	0.4125063	
A_23_P47991	4.71E-04	1.37E-04	-3.8970111	0.669152	-0.7397353	MED13L
A_23_P87346	4.72E-04	1.37E-04	3.8967392	0.668193	1.1800744	HBD
A_24_P106910	4.72E-04	1.37E-04	-3.8966067	0.667726	-0.3283788	PTCH1
A_24_P891265	4.72E-04	1.37E-04	3.8962631	0.666515	0.4911808	
A_32_P128258	4.73E-04	1.38E-04	-3.8958109	0.66492	-1.455105	
A_32_P100430	4.73E-04	1.38E-04	3.8957853	0.66483	0.5857316	
A_23_P165333	4.73E-04	1.38E-04	-3.8957348	0.664652	-0.3973902	BIN1
A_24_P218006	4.73E-04	1.38E-04	-3.8956668	0.664412	-0.4918789	DNAJC30
A_23_P28068	4.74E-04	1.38E-04	3.8952885	0.663079	0.5273874	GTPBP3
A_32_P64475	5.20E-04	1.54E-04	3.9357509	0.663009	0.2681173	SDE2
A_23_P210747	4.74E-04	1.38E-04	3.8950816	0.662349	0.5006763	TRMT6
A_24_P74571	4.75E-04	1.38E-04	-3.894797	0.661346	-0.580845	CBY1
A_24_P131697	4.75E-04	1.38E-04	3.8947622	0.661223	0.268942	ACTR8
A_24_P486503	4.75E-04	1.38E-04	3.8947329	0.66112	0.3900025	
A_32_P166356	4.75E-04	1.38E-04	-3.8947274	0.661101	-0.4705357	
A_24_P337380	4.75E-04	1.38E-04	3.8944872	0.660254	0.3507332	HNRNPH1
A_32_P184916	4.75E-04	1.38E-04	3.8944121	0.659989	0.3081976	GNB4
A_32_P155091	4.75E-04	1.38E-04	3.8942606	0.659455	0.5623204	ATXN2L
A_32_P94631	4.98E-04	1.46E-04	-3.8854383	0.657001	-1.2942753	
A_23_P36825	4.78E-04	1.39E-04	3.8933565	0.65521	0.944788	GPRC5A
A_23_P363275	4.84E-04	1.41E-04	-3.8924404	0.655193	-1.4477474	WDR66
A_23_P54556	4.78E-04	1.39E-04	-3.8929436	0.654814	-0.5840555	MKL2
A_23_P156471	4.78E-04	1.39E-04	3.8925026	0.653261	0.3730209	CDC5L
A_23_P75149	4.78E-04	1.39E-04	3.8924732	0.653157	0.3658859	SFXN4
A_23_P102471	4.79E-04	1.40E-04	3.8922548	0.652388	0.8875917	MSH2
A_23_P122375	4.79E-04	1.40E-04	-3.8923784	0.651765	-0.6249247	ZFAND3
A_24_P264772	4.80E-04	1.40E-04	3.8916069	0.650105	0.5765429	PPIAL4A
A_23_P134384	4.93E-04	1.45E-04	3.8878928	0.645798	0.3694362	PHF14
A_24_P151692	4.82E-04	1.41E-04	-3.8905417	0.645298	-1.8837374	POF1B
A_23_P348979	4.82E-04	1.41E-04	3.8902339	0.64527	0.7219519	FAM27E3
A_23_P202672	4.83E-04	1.41E-04	-3.8899155	0.644149	-0.6128575	RNH1
A_23_P45712	4.83E-04	1.41E-04	3.8897724	0.643645	0.5140987	
A_23_P253783	4.83E-04	1.41E-04	-3.8896254	0.643127	-1.1929085	MFSD2A
A_32_P230720	4.83E-04	1.41E-04	3.8893371	0.642112	0.4377526	E2F6
A_24_P639441	4.84E-04	1.41E-04	-3.8890147	0.640977	-0.7431686	CD59
A_23_P341443	4.86E-04	1.42E-04	-3.8878128	0.636747	-0.4092159	MNT
A_24_P32790	4.92E-04	1.44E-04	-3.8871115	0.636503	-0.8409597	YOD1
A_24_P917612	4.86E-04	1.42E-04	-3.8877143	0.6364	-0.3697612	PYM1
A_23_P121806	4.86E-04	1.42E-04	3.8875326	0.635761	0.6478309	ENOPH1
A_24_P33217	4.86E-04	1.42E-04	-3.8874895	0.635609	-0.5401392	TNXB
A_32_P234570	4.87E-04	1.42E-04	-3.8871738	0.634498	-0.3350756	
A_24_P814444	4.88E-04	1.43E-04	3.8863954	0.631759	0.4621478	NAA50
A_23_P63026	4.88E-04	1.43E-04	3.8863291	0.631526	0.3243106	LGALS8
A_32_P885123	4.89E-04	1.43E-04	3.8861354	0.630844	0.5614247	
A_23_P108437	4.89E-04	1.43E-04	3.886134	0.630839	0.8152476	FZD5
A_23_P366216	4.89E-04	1.43E-04	3.8860795	0.630648	0.6830579	HIST1H2BH
A_23_P38887	4.90E-04	1.43E-04	-3.885511	0.628648	-0.3123166	EIF3G
A_24_P415601	4.90E-04	1.43E-04	-3.8854269	0.628352	-0.7850948	RNH1
A_32_P42224	4.90E-04	1.43E-04	-3.8853402	0.628047	-0.7948045	
A_23_P105664	4.90E-04	1.43E-04	3.8852293	0.627657	0.5481211	CCDC59
A_23_P169470	4.90E-04	1.43E-04	-3.8851762	0.62747	-0.4441889	CDK9
A_32_P41553	5.22E-04	1.55E-04	3.8708577	0.626006	0.4687831	TSACC
A_32_P218228	4.91E-04	1.44E-04	-3.8846908	0.625763	-0.8669141	FAM109B
A_24_P6517	4.91E-04	1.44E-04	-3.8846819	0.625731	-1.2419998	PLEKHG1
A_23_P160559	4.91E-04	1.44E-04	-3.8846273	0.625539	-0.9955489	ECM1
A_24_P935881	4.91E-04	1.44E-04	3.8845232	0.625173	0.4746856	SERF1B
A_32_P11262	4.92E-04	1.44E-04	3.8841596	0.623895	1.5806919	
A_24_P108281	4.92E-04	1.44E-04	-3.8840034	0.623345	-0.7354412	
A_24_P41291	4.92E-04	1.44E-04	-3.8841507	0.622817	-0.4155883	WASH1
A_23_P216396	4.92E-04	1.44E-04	3.8837879	0.622587	0.6344642	EXOSC2
A_24_P366415	4.92E-04	1.44E-04	3.8836682	0.622166	0.592512	
A_24_P144983	4.92E-04	1.44E-04	-3.8836095	0.62196	-0.3306972	LOC107133515
A_24_P98251	4.92E-04	1.44E-04	-3.8835547	0.621767	-0.3440523	VPS13B
A_32_P119949	4.94E-04	1.45E-04	-3.8849098	0.62119	-0.5143675	
A_24_P185604	4.93E-04	1.44E-04	-3.8833298	0.620977	-0.335869	NDRG3
A_23_P256297	4.93E-04	1.44E-04	3.883322	0.620949	0.4416898	RRP1B
A_23_P98042	4.93E-04	1.44E-04	3.8832598	0.62073	0.4646338	
A_24_P416059	4.93E-04	1.44E-04	-3.8831539	0.620358	-0.3822271	MAN2C1
A_32_P96641	4.93E-04	1.44E-04	3.883125	0.620256	0.700071	NDUFA5
A_24_P16230	4.93E-04	1.45E-04	3.8830086	0.619847	1.5177969	
A_24_P294832	4.94E-04	1.45E-04	3.8821701	0.616899	0.5163278	PTP4A1
A_32_P222030	4.94E-04	1.45E-04	-3.8821064	0.616675	-0.7412292	
A_23_P88095	4.94E-04	1.45E-04	-3.8820721	0.616555	-0.338053	TBC1D4
A_23_P91293	4.95E-04	1.45E-04	3.8819957	0.616286	0.4993411	VAPB
A_23_P352684	4.95E-04	1.45E-04	-3.8819591	0.616158	-0.3555233	DCAF5
A_24_P6294	4.95E-04	1.45E-04	-3.8817656	0.615478	-0.4730752	TMEM164
A_32_P50924	4.95E-04	1.45E-04	3.8815006	0.614546	0.3999216	HNRNPA1L2
A_24_P298846	4.95E-04	1.45E-04	3.8814979	0.614537	0.3597094	C6orf120
A_24_P588897	4.96E-04	1.46E-04	-3.8809717	0.612687	-0.969635	SLCO3A1
A_23_P142310	4.96E-04	1.46E-04	-3.8809469	0.6126	-0.6388285	MKNK2
A_24_P354800	4.96E-04	1.46E-04	-3.880839	0.612221	-1.6278745	HLA-DOA
A_23_P166193	5.01E-04	1.47E-04	3.8782251	0.611952	0.4506401	EDEM2
A_24_P123658	4.97E-04	1.46E-04	3.8806621	0.6116	0.760895	WAC-AS1
A_23_P125588	5.04E-04	1.48E-04	-3.8803842	0.61065	-1.3274126	TNMD
A_24_P20806	5.04E-04	1.49E-04	-3.8801982	0.61	-0.435755	PRR7
A_23_P83931	4.98E-04	1.46E-04	-3.8800721	0.609526	-0.4828613	NET1
A_23_P258048	4.98E-04	1.46E-04	-3.8796546	0.608059	-0.390115	ZKSCAN1
A_23_P103328	4.98E-04	1.46E-04	-3.8795905	0.607834	-1.5583856	PTGER3
A_23_P345746	5.03E-04	1.48E-04	3.8772906	0.607609	1.0080006	TPTE
A_23_P309207	5.05E-04	1.49E-04	-3.8787324	0.607159	-0.4462534	ZNF577
A_24_P15797	4.99E-04	1.47E-04	-3.8792014	0.606467	-0.6167016	
A_24_P187583	4.99E-04	1.47E-04	-3.8791745	0.606373	-0.5930164	ABHD17A
A_23_P421221	4.99E-04	1.47E-04	-3.8788948	0.60539	-0.4321216	R3HCC1
A_23_P90659	4.99E-04	1.47E-04	-3.8788327	0.605172	-0.4234342	LAPTM4A
A_23_P71790	4.99E-04	1.47E-04	3.8788295	0.605161	0.5073945	MAMDC4
A_23_P104579	5.00E-04	1.47E-04	3.8786966	0.604694	0.4157773	CDK2AP2
A_24_P379413	5.00E-04	1.47E-04	-3.8784629	0.603873	-0.8754314	IL6R
A_23_P44974	5.00E-04	1.47E-04	3.8782339	0.603069	0.834868	MRPL13
A_24_P548415	5.01E-04	1.47E-04	3.8780393	0.602386	0.5336004	FGD5-AS1
A_23_P100292	5.01E-04	1.47E-04	-3.8778672	0.601781	-0.4107007	ZNF598
A_24_P365469	5.01E-04	1.47E-04	3.8778253	0.601634	0.2965948	B4GALT5
A_32_P34868	5.13E-04	1.52E-04	-3.8738784	0.600334	-0.6282068	
A_23_P149798	5.02E-04	1.48E-04	-3.8771146	0.599138	-0.4637402	
A_23_P3911	5.02E-04	1.48E-04	-3.8770492	0.598909	-1.9303214	PLXDC1
A_23_P314642	5.03E-04	1.48E-04	3.8772801	0.598684	0.4758073	ZNF280C
A_23_P122624	5.02E-04	1.48E-04	3.8769405	0.598527	0.484593	LTV1
A_24_P324479	5.02E-04	1.48E-04	-3.8768739	0.598293	-0.8615895	
A_23_P10987	5.03E-04	1.48E-04	-3.8770364	0.597829	-0.3517961	
A_23_P135474	5.03E-04	1.48E-04	3.8766906	0.59765	0.3843494	MRPL37
A_23_P66766	5.03E-04	1.48E-04	3.8765877	0.597288	0.3808241	RPAIN
A_32_P78575	5.03E-04	1.48E-04	-3.876822	0.597076	-0.5731135	
A_24_P411815	5.03E-04	1.48E-04	3.8762217	0.596003	0.3974451	MPLKIP
A_23_P372255	5.04E-04	1.49E-04	-3.8757279	0.59427	-0.4350305	ITPKB
A_23_P256384	5.04E-04	1.49E-04	3.8756612	0.594036	0.6066908	PSIP1
A_23_P1083	5.05E-04	1.49E-04	-3.8748635	0.591236	-1.8037386	GJA4
A_23_P571	5.06E-04	1.49E-04	-3.8746447	0.590468	-0.5423976	SLC2A1
A_23_P56894	5.07E-04	1.49E-04	3.8751334	0.590109	0.3110654	CYP20A1
A_23_P28595	5.22E-04	1.55E-04	3.8685564	0.589902	0.6678512	DLX2
A_24_P191588	5.06E-04	1.49E-04	-3.8743199	0.589328	-0.3094309	ALAS1
A_24_P418106	5.07E-04	1.49E-04	3.8742075	0.588934	0.5726452	
A_32_P464568	5.12E-04	1.51E-04	-3.8722419	0.588852	-0.4388523	GBA2
A_23_P83094	5.07E-04	1.50E-04	-3.874087	0.588511	-0.6027205	TLE4
A_23_P3038	5.07E-04	1.50E-04	3.8738701	0.58775	0.4963331	GPX2
A_32_P59737	5.24E-04	1.56E-04	-3.8671795	0.586279	-0.5191892	
A_23_P86818	5.09E-04	1.50E-04	-3.8733845	0.585017	-0.5721492	PEX16
A_32_P88817	5.09E-04	1.50E-04	-3.8726816	0.58358	-0.4971398	SPDYE7P
A_23_P122304	5.09E-04	1.50E-04	3.8725464	0.583106	0.4850833	HDAC2
A_24_P370372	5.10E-04	1.50E-04	-3.8723565	0.58244	-0.57923	CBX6
A_23_P31055	5.10E-04	1.51E-04	3.8721305	0.581647	0.8649107	NUP43
A_23_P18887	5.10E-04	1.51E-04	3.8723504	0.581391	0.6678866	MCCC2
A_24_P417751	5.17E-04	1.53E-04	3.8715578	0.580951	0.3604859	
A_24_P110601	5.10E-04	1.51E-04	-3.8718239	0.580572	-1.0852169	
A_24_P926450	5.11E-04	1.51E-04	3.8717663	0.58037	1.2406519	
A_32_P66324	5.11E-04	1.51E-04	-3.8717394	0.580275	-0.7485413	SNORA70///RPL10///DNASE1L1
A_23_P72138	5.11E-04	1.51E-04	3.8714325	0.579199	0.3410897	MRPS22
A_32_P3317	5.17E-04	1.53E-04	3.8695015	0.578187	0.5150308	
A_23_P78244	5.12E-04	1.51E-04	-3.8711035	0.578045	-0.5226057	LOC100287525
A_24_P358245	5.12E-04	1.51E-04	3.8709712	0.577581	0.4670187	ATP8B5P
A_23_P124927	5.12E-04	1.51E-04	-3.8711067	0.577031	-0.7295835	RGS14
A_32_P465526	5.13E-04	1.52E-04	-3.8703649	0.575456	-0.6624456	
A_24_P21985	5.13E-04	1.52E-04	-3.8702014	0.574882	-0.5354186	FOXJ2
A_32_P104075	5.13E-04	1.52E-04	3.8700103	0.574212	0.3070375	PAK2
A_24_P416346	5.19E-04	1.54E-04	3.8684965	0.573588	0.7717637	ETV4
A_32_P94122	5.14E-04	1.52E-04	-3.8697978	0.573467	-0.4333475	
A_24_P494943	5.30E-04	1.58E-04	3.8634401	0.573262	1.1008668	LINC01531
A_23_P380724	5.14E-04	1.52E-04	3.8697082	0.573153	0.4137823	FASTKD5
A_23_P143838	6.46E-04	1.99E-04	3.8662392	0.572223	1.915915	ARPP21
A_32_P82895	5.14E-04	1.52E-04	3.8694374	0.572204	0.4729805	C2CD4C
A_23_P152548	5.15E-04	1.52E-04	-3.869209	0.571403	-0.5038397	SCPEP1
A_23_P117599	5.15E-04	1.52E-04	3.869088	0.570979	0.3700471	AHSA1
A_23_P501460	5.20E-04	1.54E-04	-3.8664175	0.570585	-0.2824283	CDK11B
A_23_P59855	5.15E-04	1.52E-04	3.8689572	0.570521	0.8618625	ZNF138
A_24_P124097	5.15E-04	1.53E-04	-3.8688339	0.570088	-0.8474973	FAM129B
A_23_P85560	5.15E-04	1.53E-04	3.8687302	0.569725	0.3775201	EIF3I
A_24_P251764	5.16E-04	1.53E-04	3.8689966	0.569636	0.4011696	CXCL3
A_24_P169843	5.16E-04	1.53E-04	3.8688975	0.569289	1.2005619	
A_23_P112159	5.16E-04	1.53E-04	3.8681009	0.56752	0.4621943	AGO2
A_24_P347854	5.17E-04	1.53E-04	-3.8679236	0.566898	-0.8039346	SYNGR2
A_23_P354591	5.18E-04	1.53E-04	-3.868607	0.566195	-0.5876816	MVB12B
A_32_P44568	5.18E-04	1.53E-04	3.8672684	0.564602	0.8906123	LDHA
A_23_P312181	5.18E-04	1.53E-04	3.8671792	0.56429	0.2313751	TCEB2
A_24_P46946	5.18E-04	1.54E-04	-3.8670548	0.563854	-0.8823698	SOX17
A_24_P921597	5.19E-04	1.54E-04	3.8673497	0.562836	0.4962976	
A_23_P158794	5.19E-04	1.54E-04	3.8666505	0.562438	0.4572787	RSRC1
A_23_P4764	5.26E-04	1.56E-04	-3.8656499	0.56145	-0.5381366	INSR
A_32_P224566	5.19E-04	1.54E-04	3.8666047	0.561258	1.6454461	LIN28B
A_24_P335620	5.19E-04	1.54E-04	3.8662128	0.560904	0.7752789	SLC7A5
A_23_P89455	5.19E-04	1.54E-04	3.86618	0.560789	0.3348545	SLC35B1
A_24_P892612	5.20E-04	1.54E-04	-3.8664664	0.560774	-0.805704	LOC100128164
A_24_P400290	5.20E-04	1.54E-04	-3.8670493	0.560744	-0.3693784	
A_32_P35512	5.20E-04	1.54E-04	3.8659564	0.560006	0.8653816	SSB
A_23_P43380	5.42E-04	1.62E-04	-3.856347	0.559413	-0.4361768	FAM214B
A_23_P502371	5.20E-04	1.54E-04	-3.8657647	0.559335	-0.4981152	PHF2
A_23_P346206	5.20E-04	1.54E-04	3.8656044	0.558773	0.5229752	RAE1
A_23_P74799	5.20E-04	1.55E-04	3.8653859	0.558008	0.7320784	SLC25A24
A_23_P63829	5.21E-04	1.55E-04	3.8650846	0.556953	0.8527793	HSPA14
A_24_P941279	5.22E-04	1.55E-04	-3.8643968	0.554544	-0.7058664	
A_32_P186018	5.22E-04	1.55E-04	-3.8643819	0.554492	-0.3750887	
A_23_P356616	5.23E-04	1.55E-04	-3.8640984	0.553499	-0.31466	ABTB2
A_23_P69573	5.23E-04	1.55E-04	-3.8639308	0.552912	-1.3374423	GUCY1A3
A_23_P56938	5.24E-04	1.56E-04	-3.8643872	0.552468	-0.5654188	REL
A_23_P157338	5.26E-04	1.56E-04	-3.8658828	0.551303	-1.5155293	VWC2
A_24_P357551	5.30E-04	1.58E-04	-3.8614206	0.551018	-0.5759622	PHF2
A_23_P23318	5.24E-04	1.56E-04	3.8633746	0.550965	0.4098283	WDR3
A_24_P349743	5.24E-04	1.56E-04	3.8629861	0.549605	0.3803736	RPSA
A_24_P924862	5.24E-04	1.56E-04	-3.8629313	0.549413	-0.6467048	RAPH1
A_23_P41437	5.25E-04	1.56E-04	-3.8627877	0.548911	-0.2976914	UFSP2
A_24_P158946	5.25E-04	1.56E-04	-3.8629652	0.548518	-0.7412301	FGD4
A_23_P389102	5.26E-04	1.57E-04	-3.8617656	0.545333	-0.8375437	MYO1D
A_23_P28434	5.27E-04	1.57E-04	-3.8612342	0.543474	-0.6641717	VAMP8
A_23_P59069	5.28E-04	1.57E-04	3.8610197	0.542723	0.6129831	HIST1H2BO
A_24_P212072	5.28E-04	1.57E-04	3.8608324	0.542068	1.22433	SLF1
A_32_P396186	5.29E-04	1.57E-04	-3.8605937	0.541233	-0.4891874	TRIM66
A_24_P303097	5.29E-04	1.57E-04	3.860489	0.540866	0.6623359	
A_23_P319792	5.29E-04	1.57E-04	-3.8603489	0.540376	-0.5282179	XRN1
A_32_P174292	5.30E-04	1.58E-04	-3.8598688	0.538697	-0.5112557	C22orf34
A_23_P308673	5.30E-04	1.58E-04	-3.8597767	0.538375	-0.4408757	TAOK2
A_23_P324523	5.30E-04	1.58E-04	-3.8596981	0.538099	-0.2877024	IQCK
A_32_P216888	5.30E-04	1.58E-04	3.8596879	0.538064	0.724268	
A_23_P211909	5.35E-04	1.60E-04	3.856753	0.536805	0.822995	PLS1
A_23_P118427	5.31E-04	1.58E-04	-3.8592763	0.536624	-0.6254042	MAP2K3
A_23_P25003	5.31E-04	1.58E-04	-3.8589356	0.535433	-0.7495841	CLIP1
A_24_P276583	5.31E-04	1.58E-04	3.8589287	0.535409	0.3965231	TMCO1
A_24_P331150	5.32E-04	1.59E-04	-3.8590404	0.534791	-1.3384317	CYP4F22
A_24_P392833	5.39E-04	1.61E-04	3.8581373	0.534157	0.4061058	
A_24_P341546	5.32E-04	1.59E-04	3.8585633	0.534131	1.2247447	
A_23_P143047	5.32E-04	1.59E-04	3.8584517	0.53374	0.2992008	
A_32_P44073	5.44E-04	1.63E-04	-3.8536705	0.533194	-0.7841508	
A_24_P579780	5.32E-04	1.59E-04	-3.8582264	0.532952	-0.7151534	
A_32_P13823	5.33E-04	1.59E-04	3.8580103	0.532197	0.8912295	
A_24_P823708	5.33E-04	1.59E-04	-3.8577381	0.531245	-0.3593314	LINC00623
A_24_P761457	5.34E-04	1.59E-04	-3.8574822	0.53035	-0.6812388	
A_24_P163574	5.34E-04	1.59E-04	-3.8574267	0.530156	-0.6007351	GIGYF1
A_23_P216023	5.34E-04	1.59E-04	3.8572997	0.529712	0.6684876	ANGPT1
A_24_P269432	5.34E-04	1.59E-04	3.8571754	0.529278	0.5626144	BET1
A_32_P208097	5.34E-04	1.59E-04	3.8571719	0.529265	0.5473529	
A_23_P52552	5.34E-04	1.60E-04	-3.8569091	0.528347	-0.4286089	BAG3
A_23_P82334	5.34E-04	1.60E-04	3.8568959	0.528301	0.4039924	SLC25A13
A_23_P112061	5.35E-04	1.60E-04	-3.8567433	0.527767	-0.7092577	HGSNAT
A_24_P62505	5.41E-04	1.62E-04	3.8546053	0.527236	0.8739185	COLGALT2
A_24_P274831	5.36E-04	1.60E-04	-3.8559703	0.525065	-1.5505512	GIMAP7
A_23_P91615	5.37E-04	1.60E-04	-3.8560167	0.524224	-0.7363528	
A_23_P166023	5.37E-04	1.60E-04	3.8553913	0.523041	1.3227146	PFDN4
A_32_P170481	5.45E-04	1.63E-04	3.8547497	0.522366	0.6345313	LOC100240735
A_23_P156390	5.39E-04	1.61E-04	3.8556463	0.520893	0.5675621	JAKMIP2
A_32_P145355	5.45E-04	1.63E-04	-3.8532661	0.520456	-0.4429482	
A_24_P43959	5.45E-04	1.63E-04	-3.8519436	0.518995	-0.884131	FRMD4A
A_24_P277155	5.40E-04	1.61E-04	3.8539602	0.518041	1.146843	HLTF
A_23_P395374	5.41E-04	1.62E-04	-3.8530647	0.514913	-0.8794614	HIST1H4D
A_24_P288836	5.42E-04	1.62E-04	-3.8528484	0.514157	-1.9217573	HLA-DPB2
A_24_P842006	6.85E-04	2.13E-04	3.8474183	0.514052	0.9059925	CCDC189
A_23_P153502	5.43E-04	1.62E-04	-3.8530213	0.512753	-0.624714	AKT1S1
A_23_P17855	5.43E-04	1.62E-04	-3.8520818	0.51148	-0.6345819	TRIOBP
A_23_P78438	5.43E-04	1.63E-04	3.8520319	0.511306	0.4232416	ELP2
A_23_P99172	5.44E-04	1.63E-04	3.851723	0.510227	0.6668166	CCDC77
A_24_P178423	5.44E-04	1.63E-04	3.8516118	0.509839	0.3559111	HNRNPC
A_32_P147969	5.45E-04	1.63E-04	-3.850974	0.507612	-0.7563521	
A_24_P944049	5.46E-04	1.64E-04	-3.8520699	0.507386	-0.4365257	CEP68
A_32_P75867	5.46E-04	1.64E-04	3.8502349	0.505032	1.3567131	
A_24_P940678	5.77E-04	1.75E-04	3.8390356	0.504684	1.3229276	KNL1
A_24_P234732	5.47E-04	1.64E-04	-3.8503363	0.504391	-0.9061451	MXD4
A_23_P146497	5.48E-04	1.64E-04	3.8495976	0.502807	0.4992758	PPP1R26
A_23_P436266	5.73E-04	1.73E-04	-3.8411419	0.502056	-0.6904828	PRRC2B
A_32_P116488	6.93E-04	2.16E-04	3.8435179	0.502022	1.4806845	
A_23_P254472	5.48E-04	1.64E-04	3.8491831	0.50136	1.0307956	ARMT1
A_24_P611903	5.49E-04	1.65E-04	3.848646	0.499486	0.3738779	
A_23_P88420	5.50E-04	1.65E-04	3.8483866	0.498581	0.1805646	NEDD8
A_24_P82135	5.75E-04	1.74E-04	-3.841155	0.498463	-0.6184601	SECISBP2L
A_24_P96961	5.51E-04	1.65E-04	-3.8480202	0.497302	-0.6693395	SPSB1
A_24_P126873	5.58E-04	1.68E-04	-3.8471383	0.496992	-0.5176977	SUPT6H
A_23_P131240	5.51E-04	1.65E-04	3.8479252	0.496971	0.3389769	UBXN2A
A_24_P170454	5.51E-04	1.65E-04	3.8478855	0.496832	0.5100402	USP6
A_32_P336445	5.52E-04	1.66E-04	3.847189	0.494402	0.3056154	HINT1
A_23_P387856	5.53E-04	1.66E-04	3.8467918	0.493017	1.0202392	NEDD4L
A_23_P41390	5.53E-04	1.66E-04	3.8467279	0.492794	0.3608976	SH3TC1
A_23_P27247	6.99E-04	2.18E-04	3.8404364	0.492524	0.5278077	MED13
A_23_P250196	5.53E-04	1.66E-04	3.8465751	0.492261	0.3825574	MTDH
A_23_P109446	5.53E-04	1.66E-04	-3.8463953	0.491634	-0.3429346	HPS4
A_23_P155106	5.60E-04	1.68E-04	3.8445154	0.491056	0.3473599	CCDC134
A_24_P354496	5.68E-04	1.71E-04	-3.8444277	0.491023	-0.5097224	WWC2-AS2
A_24_P247169	5.55E-04	1.66E-04	-3.8458029	0.489568	-0.7875468	
A_24_P209772	5.55E-04	1.66E-04	-3.845671	0.489108	-0.4550211	DCTN3
A_32_P42197	5.55E-04	1.67E-04	3.8455251	0.488599	0.4339114	HNRNPA1
A_32_P234913	5.55E-04	1.67E-04	-3.8454138	0.488211	-0.8921085	
A_23_P159544	5.56E-04	1.67E-04	-3.8450761	0.487034	-0.4706717	ASMTL
A_23_P168556	5.56E-04	1.67E-04	3.84482	0.486141	0.5557476	STX1A
A_24_P108779	5.64E-04	1.70E-04	-3.8438077	0.485423	-0.6875461	KCTD17
A_24_P414952	5.57E-04	1.67E-04	-3.8445798	0.485303	-0.4239519	TMEM168
A_24_P418216	5.57E-04	1.67E-04	3.8445684	0.485263	1.2018194	
A_23_P28598	5.57E-04	1.67E-04	3.8446752	0.484649	1.0555913	DLX2
A_23_P415633	5.57E-04	1.67E-04	3.8445457	0.484198	0.909821	SGK494
A_23_P129801	5.57E-04	1.67E-04	-3.8442566	0.484176	-0.4652854	RAB40B
A_23_P70998	5.57E-04	1.67E-04	3.8440944	0.483611	0.4460062	UMAD1
A_23_P62901	5.59E-04	1.68E-04	-3.8432275	0.480589	-0.5544314	BTG2
A_32_P1381	5.59E-04	1.68E-04	3.8430418	0.479942	0.3907475	HMGN2
A_23_P370782	5.61E-04	1.69E-04	3.8434313	0.478315	0.505588	
A_23_P214300	5.62E-04	1.69E-04	-3.8418768	0.475882	-0.9393679	GSTA2
A_23_P218784	5.62E-04	1.69E-04	-3.8418408	0.475757	-0.6766096	DDX17
A_24_P122921	5.62E-04	1.69E-04	3.8416019	0.474924	0.497471	BCL2L11
A_24_P393811	5.63E-04	1.69E-04	3.8413683	0.474111	0.4443779	TMCO1
A_32_P170925	5.63E-04	1.69E-04	3.8413471	0.474037	0.3458483	TXNRD3
A_32_P65571	5.63E-04	1.69E-04	3.8410304	0.472933	0.6156971	SLC16A1-AS1
A_23_P74446	5.63E-04	1.69E-04	-3.8409054	0.472498	-0.4244227	KDM4A
A_32_P524014	5.64E-04	1.70E-04	-3.8407365	0.471909	-0.7076726	UTRN
A_23_P306964	5.65E-04	1.70E-04	3.8402226	0.47012	0.4533564	11-Sep
A_24_P7750	5.65E-04	1.70E-04	3.8402193	0.470108	1.2879503	
A_23_P160598	5.65E-04	1.70E-04	3.840149	0.469863	0.3603686	TOE1
A_32_P194032	5.65E-04	1.70E-04	-3.8400585	0.469548	-0.6098727	LONRF1
A_23_P19663	5.65E-04	1.70E-04	3.8402393	0.469198	0.9228602	CTGF
A_24_P398319	5.65E-04	1.70E-04	-3.8399302	0.469101	-0.8422402	TMEM9B
A_23_P126689	5.71E-04	1.72E-04	-3.8378225	0.468824	-0.5810301	USP21
A_23_P430442	5.65E-04	1.70E-04	3.8398133	0.468694	0.3196304	NUFIP2
A_23_P111373	5.66E-04	1.70E-04	3.8395875	0.467908	0.5298039	MRS2
A_24_P873764	5.66E-04	1.70E-04	-3.8395246	0.467689	-0.4077525	BCR
A_23_P314222	5.66E-04	1.70E-04	3.8393457	0.467065	0.4188552	LEO1
A_23_P65217	5.66E-04	1.70E-04	3.8393169	0.466965	0.7009702	TGDS
A_23_P113888	5.67E-04	1.71E-04	-3.8397366	0.466458	-0.5346434	DIS3L2
A_24_P162145	5.74E-04	1.74E-04	-3.838926	0.466324	-1.3994138	
A_24_P401124	5.66E-04	1.71E-04	3.839048	0.466029	1.1681693	
A_32_P185766	5.66E-04	1.71E-04	-3.8390217	0.465937	-1.0590344	
A_23_P434473	5.67E-04	1.71E-04	3.838801	0.465169	0.4277866	STT3B
A_24_P237231	5.67E-04	1.71E-04	-3.8385219	0.464197	-0.8735998	SIK1
A_23_P500824	5.68E-04	1.71E-04	-3.8383281	0.463522	-1.0097659	SYN1
A_23_P92623	5.68E-04	1.71E-04	-3.8382805	0.463356	-0.6787368	PPP3CA
